Date,Location,Latitude,Longitude,Season,RainTomorrow,RainMm,WindGustSpeed,WindGustSpeedGroup,WindGustDir,WindGustDirDegrees,WindSpeed9am,WindDir9amDegrees,WindSpeed3pm,WindDir3pmDegrees,WindSpeedChange
2019-5-5,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,1.5,67.3,Q4,SW,214,16.7,233,33.0,188,16.3
2019-5-6,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.3,40.7,Q2,SW,230,15.4,249,18.2,162,2.799999999999999
2019-5-7,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,27.7,Q1,WNW,298,11.3,279,0.8,153,-10.5
2019-5-8,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,48.6,Q3,WNW,287,16.2,323,20.3,263,4.100000000000001
2019-5-9,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,33.8,Q1,NNW,345,7.2,270,13.7,45,6.499999999999999
2019-5-10,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,2.0,37.8,Q2,NW,314,5.2,344,15.6,320,10.399999999999999
2019-5-11,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,57.6,Q4,WSW,256,27.6,262,22.7,250,-4.900000000000002
2019-5-12,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,40.0,Q2,WSW,249,15.7,261,11.9,145,-3.799999999999999
2019-5-13,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,31.7,Q1,NNW,345,9.1,288,14.4,32,5.300000000000001
2019-5-14,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,42.8,Q3,SW,236,11.9,272,19.5,168,7.6
2019-5-15,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.3,25.9,Q1,WNW,299,7.1,285,12.2,118,5.1
2019-5-16,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,28.8,Q1,NNW,337,8.0,280,13.3,77,5.300000000000001
2019-5-17,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,26.6,Q1,NNW,345,5.0,291,12.6,53,7.6
2019-5-18,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.5,28.8,Q1,SSW,208,8.3,265,12.6,153,4.299999999999999
2019-5-19,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.2,23.8,Q1,WNW,302,6.5,270,8.4,100,1.9000000000000004
2019-5-20,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,21.2,Q1,NNW,336,4.3,294,8.8,35,4.500000000000001
2019-5-21,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,23.8,Q1,NW,306,10.7,282,3.3,41,-7.3999999999999995
2019-5-22,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,28.8,Q1,WSW,239,11.2,270,12.3,148,1.1000000000000014
2019-5-23,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.4,25.2,Q1,NW,304,11.0,281,9.0,90,-2.0
2019-5-24,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,24.5,Q1,WNW,303,10.1,287,1.5,14,-8.6
2019-5-25,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,27.7,Q1,NW,313,12.5,288,10.4,46,-2.0999999999999996
2019-5-26,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.1,44.3,Q3,WNW,302,12.3,302,13.2,281,0.8999999999999986
2019-5-27,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.3,72.4,Q4,WNW,291,22.7,345,26.6,279,3.900000000000002
2019-5-28,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,52.2,Q4,WNW,291,18.4,287,15.8,291,-2.599999999999998
2019-5-29,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,59.8,Q4,NW,317,26.9,342,27.8,289,0.9000000000000021
2019-5-30,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,52.9,Q4,W,262,26.6,261,21.9,247,-4.700000000000003
2019-5-31,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,44.6,Q3,WSW,256,22.2,262,18.1,187,-4.099999999999998
2019-6-1,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,4.0,52.2,Q4,SW,216,11.2,228,24.5,183,13.3
2019-6-2,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,1.1,25.9,Q1,WSW,247,11.9,272,9.6,167,-2.3000000000000007
2019-6-3,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.8,37.4,Q2,W,261,8.6,272,7.7,242,-0.8999999999999995
2019-6-4,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,19.5,87.1,Q4,SW,224,39.9,208,35.7,215,-4.199999999999996
2019-6-5,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,3.3,55.1,Q4,SW,216,25.0,207,22.6,202,-2.3999999999999986
2019-6-6,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,34.2,Q2,WSW,251,14.1,266,16.6,178,2.5000000000000018
2019-6-7,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,7.1,23.4,Q1,WSW,255,11.2,230,7.3,147,-3.8999999999999995
2019-6-8,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.1,20.9,Q1,NW,312,7.7,298,5.1,356,-2.6000000000000005
2019-6-9,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,22.0,Q1,NW,306,8.3,275,4.8,297,-3.500000000000001
2019-6-10,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,30.6,Q1,NW,311,11.8,322,10.1,297,-1.700000000000001
2019-6-11,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,22.7,Q1,WNW,296,9.4,270,10.5,121,1.0999999999999996
2019-6-12,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,30.6,Q1,NNW,346,5.8,292,11.6,36,5.8
2019-6-13,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,1.5,41.0,Q2,WNW,297,13.2,343,10.2,280,-3.0
2019-6-14,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,36.0,Q2,W,261,14.1,267,7.7,259,-6.3999999999999995
2019-6-15,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.3,30.2,Q1,WSW,246,14.4,269,5.6,165,-8.8
2019-6-16,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,13.4,23.0,Q1,SSW,192,5.0,111,10.8,184,5.800000000000001
2019-6-17,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,5.0,50.0,Q3,SSW,208,24.9,190,22.1,202,-2.799999999999997
2019-6-18,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,1.0,29.2,Q1,WSW,255,13.7,275,2.9,240,-10.799999999999999
2019-6-19,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,34.6,Q2,SW,236,17.2,259,14.6,170,-2.5999999999999996
2019-6-20,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,2.8,29.9,Q1,WSW,258,10.5,276,10.5,176,0.0
2019-6-21,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.2,41.0,Q2,SW,232,16.0,256,18.3,196,2.3000000000000007
2019-6-22,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.8,49.3,Q3,SW,223,14.4,248,21.5,201,7.1
2019-6-23,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,7.2,50.4,Q3,SSW,207,15.0,215,21.3,191,6.300000000000001
2019-6-24,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,5.9,41.8,Q2,S,179,12.0,171,17.0,163,5.0
2019-6-25,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,3.1,32.8,Q1,SSE,155,11.9,151,15.7,169,3.799999999999999
2019-6-26,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,3.1,30.2,Q1,S,171,13.3,199,11.5,148,-1.8000000000000007
2019-6-27,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,1.0,21.2,Q1,WNW,283,7.6,289,6.1,118,-1.5
2019-6-28,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.1,25.9,Q1,N,1,7.5,287,11.8,52,4.300000000000001
2019-6-29,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,47.5,Q3,N,8,7.0,291,21.0,39,14.0
2019-6-30,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,43.2,Q3,WNW,282,1.5,166,11.5,268,10.0
2019-7-1,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,29.2,Q1,WNW,301,12.7,285,6.5,34,-6.199999999999999
2019-7-2,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,25.6,Q1,WNW,286,11.3,292,5.7,305,-5.6000000000000005
2019-7-3,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.3,42.1,Q3,SSW,194,5.6,130,18.0,177,12.4
2019-7-4,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,2.1,34.6,Q2,SSE,151,15.1,140,14.8,151,-0.29999999999999893
2019-7-5,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,3.1,33.1,Q1,ESE,102,12.8,112,12.6,92,-0.20000000000000107
2019-7-6,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,1.2,25.2,Q1,NE,56,7.5,73,9.8,107,2.3000000000000007
2019-7-7,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,1.6,22.0,Q1,NW,323,7.6,301,8.9,69,1.3000000000000007
2019-7-8,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.4,29.5,Q1,WNW,292,6.1,320,5.9,259,-0.1999999999999993
2019-7-9,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,35.6,Q2,W,263,14.9,262,8.5,234,-6.4
2019-7-10,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,37.8,Q2,WNW,303,11.6,296,9.8,298,-1.799999999999999
2019-7-11,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,52.6,Q4,NW,320,22.4,316,20.3,287,-2.099999999999998
2019-7-12,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,51.8,Q4,NW,315,19.5,337,20.2,320,0.6999999999999993
2019-7-13,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,68.8,Q4,WNW,283,25.4,277,33.8,270,8.399999999999999
2019-7-14,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,49.7,Q3,W,279,20.0,263,19.1,268,-0.8999999999999986
2019-7-15,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,68.4,Q4,W,266,23.0,250,14.8,229,-8.2
2019-7-16,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,42.5,Q3,W,265,15.6,255,18.2,240,2.5999999999999996
2019-7-17,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,37.4,Q2,W,273,15.1,271,12.7,299,-2.4000000000000004
2019-7-18,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,38.2,Q2,W,259,8.3,252,11.5,212,3.1999999999999993
2019-7-19,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,36.7,Q2,WNW,282,12.9,283,8.5,118,-4.4
2019-7-20,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,30.2,Q1,NNW,345,8.2,293,12.9,36,4.700000000000001
2019-7-21,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,25.9,Q1,NW,319,10.9,326,6.5,71,-4.4
2019-7-22,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,28.1,Q1,NNW,335,11.0,293,9.9,33,-1.0999999999999996
2019-7-23,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,36.4,Q2,NW,316,11.5,314,18.7,308,7.199999999999999
2019-7-24,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.1,35.6,Q2,W,278,6.1,270,11.3,248,5.200000000000001
2019-7-25,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,27.7,Q1,WNW,303,12.3,277,9.9,80,-2.4000000000000004
2019-7-26,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,27.0,Q1,W,268,5.8,292,1.5,256,-4.3
2019-7-27,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.1,34.6,Q2,SW,230,9.3,254,15.1,155,5.799999999999999
2019-7-28,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,32.4,Q1,WSW,249,10.5,266,15.1,140,4.6
2019-7-29,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,2.4,25.6,Q1,W,267,11.4,281,6.5,180,-4.9
2019-7-30,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,5.2,48.6,Q3,SSW,197,18.7,199,24.6,186,5.900000000000002
2019-7-31,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,2.1,43.9,Q3,SSW,197,12.9,216,20.5,178,7.6
2019-8-1,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,24.8,Q1,W,281,10.5,276,7.0,102,-3.5
2019-8-2,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,4.3,27.4,Q1,WSW,254,8.3,270,10.7,132,2.3999999999999986
2019-8-3,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,33.5,Q1,WSW,257,14.1,274,9.0,127,-5.1
2019-8-4,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.2,30.6,Q1,SW,233,11.5,272,13.6,148,2.0999999999999996
2019-8-5,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,26.6,Q1,NNW,335,6.2,291,10.2,58,3.999999999999999
2019-8-6,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,25.2,Q1,WNW,301,10.1,276,9.7,86,-0.40000000000000036
2019-8-7,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,27.4,Q1,NW,307,12.5,309,6.5,109,-6.0
2019-8-8,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,63.4,Q4,WNW,303,18.6,342,27.5,281,8.899999999999999
2019-8-9,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,74.2,Q4,WNW,294,28.6,301,37.9,288,9.299999999999997
2019-8-10,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,69.5,Q4,W,278,29.6,288,33.5,268,3.8999999999999986
2019-8-11,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.3,57.2,Q4,W,275,26.9,295,27.3,257,0.40000000000000213
2019-8-12,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.3,49.0,Q3,WSW,242,16.4,261,12.2,156,-4.199999999999999
2019-8-13,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,35.3,Q2,W,272,16.9,268,11.3,121,-5.599999999999998
2019-8-14,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,29.2,Q1,NW,315,8.7,277,13.4,85,4.700000000000001
2019-8-15,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,28.4,Q1,WNW,292,11.2,285,7.9,313,-3.299999999999999
2019-8-16,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,26.3,Q1,NW,309,10.7,315,4.0,355,-6.699999999999999
2019-8-17,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,44.3,Q3,SSW,206,14.7,208,20.1,159,5.400000000000002
2019-8-18,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,55.4,Q4,NNE,14,6.2,324,23.1,39,16.900000000000002
2019-8-19,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,65.5,Q4,W,264,26.0,276,32.0,255,6.0
2019-8-20,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,50.8,Q3,W,264,24.6,265,22.6,245,-2.0
2019-8-21,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,60.5,Q4,W,279,7.6,301,29.4,239,21.799999999999997
2019-8-22,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.5,68.8,Q4,SSW,210,28.2,265,32.4,179,4.199999999999999
2019-8-23,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,39.2,Q2,W,272,13.7,273,8.4,70,-5.299999999999999
2019-8-24,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,33.5,Q1,NW,306,9.8,298,14.5,300,4.699999999999999
2019-8-25,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.2,55.8,Q4,S,186,8.5,282,23.9,149,15.399999999999999
2019-8-26,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,9.8,37.8,Q2,SSE,162,10.2,162,13.7,177,3.5
2019-8-27,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,5.4,42.1,Q3,SSE,160,13.7,104,16.5,164,2.8000000000000007
2019-8-28,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.1,26.3,Q1,W,263,8.1,249,4.4,35,-3.6999999999999993
2019-8-29,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,15.3,64.4,Q4,SSW,200,31.1,191,28.3,187,-2.8000000000000007
2019-8-30,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,20.8,55.4,Q4,SSE,164,26.1,150,26.1,168,0.0
2019-8-31,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,6.6,45.0,Q3,S,178,16.5,160,18.9,166,2.3999999999999986
2019-9-1,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,31.7,Q1,NW,316,9.4,277,12.4,60,3.0
2019-9-2,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.5,52.9,Q4,SW,219,8.6,268,22.7,169,14.1
2019-9-3,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,28.1,Q1,NW,313,9.7,272,11.9,87,2.200000000000001
2019-9-4,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,30.2,Q1,WNW,286,4.7,293,5.2,348,0.5
2019-9-5,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,35.6,Q2,SE,144,8.7,187,15.7,101,7.0
2019-9-6,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.1,83.2,Q4,NW,321,15.3,19,19.0,15,3.6999999999999993
2019-9-7,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,64.8,Q4,W,281,27.4,280,28.4,271,1.0
2019-9-8,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,65.9,Q4,W,260,30.7,248,22.0,252,-8.7
2019-9-9,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.0,62.6,Q4,SW,230,31.0,250,19.1,227,-11.899999999999999
2019-9-10,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.1,55.8,Q4,SSW,201,22.1,202,25.9,182,3.799999999999997
2019-9-11,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,35.6,Q2,N,358,8.3,275,15.7,74,7.399999999999999
2019-9-12,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,40.3,Q2,WNW,298,11.2,285,2.2,180,-9.0
2019-9-13,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,1.0,40.7,Q2,SE,132,20.1,156,14.8,84,-5.300000000000001
2019-9-14,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,40.3,Q2,S,183,15.2,185,17.1,141,1.9000000000000021
2019-9-15,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,32.8,Q1,NNW,339,8.2,293,15.0,46,6.800000000000001
2019-9-16,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.4,74.9,Q4,SSW,194,9.9,289,37.2,165,27.300000000000004
2019-9-17,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,45.2,66.6,Q4,SSE,165,17.9,189,28.5,136,10.600000000000001
2019-9-18,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,29.6,54.4,Q4,SSE,165,24.0,131,17.1,162,-6.899999999999999
2019-9-19,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,5.2,38.9,Q2,ENE,57,12.2,45,17.8,69,5.600000000000001
2019-9-20,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.7,53.3,Q4,NE,39,21.8,34,25.0,46,3.1999999999999993
2019-9-21,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,44.3,Q3,NNE,29,16.7,25,20.9,45,4.199999999999999
2019-9-22,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.4,36.7,Q2,SE,145,11.8,207,15.3,75,3.5
2019-9-23,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,1.4,41.0,Q2,WSW,249,8.6,270,9.6,167,1.0
2019-9-24,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,41.0,Q2,NW,307,12.0,263,15.5,68,3.5
2019-9-25,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,47.9,Q3,S,171,6.1,242,22.7,132,16.6
2019-9-26,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.3,43.2,Q3,NE,43,1.1,360,20.3,63,19.2
2019-9-27,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.6,26.3,Q1,NW,311,7.6,295,9.5,25,1.9000000000000004
2019-9-28,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,54.4,Q4,S,181,17.9,190,23.0,155,5.100000000000001
2019-9-29,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,41.8,Q2,NNE,22,5.2,258,19.3,61,14.100000000000001
2019-9-30,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.8,46.4,Q3,SSE,154,10.9,117,22.6,151,11.700000000000001
2019-10-1,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.9,42.5,Q3,ENE,59,9.3,103,19.6,44,10.3
2019-10-2,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,37.8,Q2,NNE,27,3.5,24,18.3,47,14.8
2019-10-3,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,35.3,Q2,N,356,5.6,285,14.3,41,8.700000000000001
2019-10-4,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.3,64.4,Q4,SSW,195,11.6,286,29.0,157,17.4
2019-10-5,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,10.4,39.2,Q2,SE,146,14.0,168,12.7,145,-1.3000000000000007
2019-10-6,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,52.9,Q4,NNE,24,14.8,18,20.3,37,5.5
2019-10-7,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,40.7,Q2,SSE,153,19.1,183,16.4,119,-2.700000000000003
2019-10-8,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,4.0,66.6,Q4,SW,221,11.2,268,33.5,181,22.3
2019-10-9,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.8,62.6,Q4,SSW,195,22.6,197,28.5,170,5.899999999999999
2019-10-10,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.7,44.6,Q3,S,180,18.8,183,18.7,157,-0.10000000000000142
2019-10-11,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,7.4,34.6,Q2,SSE,151,11.6,158,9.7,112,-1.9000000000000004
2019-10-12,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,2.6,39.2,Q2,SSE,151,17.7,153,17.6,145,-0.09999999999999787
2019-10-13,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,1.2,32.0,Q1,SSE,158,13.6,163,12.9,108,-0.6999999999999993
2019-10-14,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,36.4,Q2,NNE,24,12.9,18,17.2,61,4.299999999999999
2019-10-15,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,48.6,Q3,NE,42,1.9,112,22.7,54,20.8
2019-10-16,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.3,41.0,Q2,SE,141,9.7,178,7.4,119,-2.299999999999999
2019-10-17,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,1.7,65.5,Q4,W,268,9.4,266,32.6,252,23.200000000000003
2019-10-18,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,49.7,Q3,NNW,343,11.2,237,24.2,46,13.0
2019-10-19,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,57.2,Q4,W,264,12.0,303,26.1,277,14.100000000000001
2019-10-20,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,36.4,Q2,SSE,157,7.6,188,16.0,104,8.4
2019-10-21,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,41.0,Q2,NE,53,2.9,277,19.2,73,16.3
2019-10-22,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,45.0,Q3,NE,54,6.4,63,20.9,63,14.499999999999998
2019-10-23,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,45.7,Q3,NNE,32,12.2,19,21.0,38,8.8
2019-10-24,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,35.3,Q2,ESE,108,6.6,167,12.5,108,5.9
2019-10-25,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,45.4,Q3,NNW,341,18.3,324,9.9,350,-8.4
2019-10-26,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,71.6,Q4,WNW,297,19.7,320,30.3,265,10.600000000000001
2019-10-27,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,42.5,Q3,ENE,65,6.1,242,19.3,66,13.200000000000001
2019-10-28,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.3,38.5,Q2,ESE,123,9.3,164,17.3,113,8.0
2019-10-29,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,48.6,Q3,NE,34,13.9,21,22.8,52,8.9
2019-10-30,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,38.2,Q2,NE,44,1.0,135,17.3,67,16.3
2019-10-31,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,46.4,Q3,NE,53,4.7,99,21.1,57,16.400000000000002
2019-11-1,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,55.4,Q4,NE,39,11.8,52,25.0,47,13.2
2019-11-2,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,57.6,Q4,NE,35,15.3,27,28.8,42,13.5
2019-11-3,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,12.3,44.6,Q3,N,7,8.4,350,16.6,39,8.200000000000001
2019-11-4,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,7.2,47.5,Q3,E,94,7.6,180,14.1,77,6.5
2019-11-5,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,2.2,62.3,Q4,SSW,192,28.0,192,26.1,173,-1.8999999999999986
2019-11-6,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,45.7,Q3,NNW,345,9.6,340,21.2,48,11.6
2019-11-7,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,55.4,Q4,NW,316,17.9,292,12.9,288,-4.999999999999998
2019-11-8,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,68.0,Q4,W,281,18.8,302,32.0,269,13.2
