Date,Location,Latitude,Longitude,Season,RainTomorrow,RainMm,WindGustSpeed,WindGustSpeedGroup,WindGustDir,WindGustDirDegrees,WindSpeed9am,WindDir9amDegrees,WindSpeed3pm,WindDir3pmDegrees,WindSpeedChange
2017-4-14,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,30.2,Q1,WSW,243,9.7,268,14.0,151,4.300000000000001
2017-4-15,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.8,34.6,Q2,SSE,157,9.4,187,13.5,119,4.1
2017-4-16,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,29.9,Q1,WSW,248,6.6,292,3.9,34,-2.6999999999999997
2017-4-17,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.7,26.6,Q1,S,187,6.6,221,12.4,126,5.800000000000001
2017-4-18,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.4,28.8,Q1,SE,131,4.3,265,13.1,111,8.8
2017-4-19,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,5.2,33.5,Q1,SSE,148,12.4,158,12.3,130,-0.09999999999999964
2017-4-20,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,1.1,34.2,Q2,NNE,28,2.8,320,16.6,60,13.8
2017-4-21,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.5,27.7,Q1,N,10,5.4,270,11.6,68,6.199999999999999
2017-4-22,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,29.5,Q1,N,11,6.9,28,7.6,82,0.6999999999999993
2017-4-23,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.9,24.1,Q1,WSW,239,4.7,293,6.9,141,2.2
2017-4-24,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.7,28.1,Q1,N,350,5.3,298,11.1,65,5.8
2017-4-25,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,1.5,52.2,Q4,NNW,346,12.2,2,15.0,336,2.8000000000000007
2017-4-26,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.1,55.8,Q4,W,281,15.0,287,24.1,270,9.100000000000001
2017-4-27,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.4,46.8,Q3,SW,225,17.3,253,21.0,192,3.6999999999999993
2017-4-28,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,44.3,Q3,SW,225,12.7,245,12.1,168,-0.5999999999999996
2017-4-29,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,36.4,Q2,WSW,250,17.3,270,8.7,142,-8.600000000000001
2017-4-30,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,31.0,Q1,SW,215,8.8,235,10.7,147,1.8999999999999986
2017-5-1,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,31.7,Q1,NW,326,7.1,311,11.9,3,4.800000000000001
2017-5-2,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,40.3,Q2,WSW,246,9.1,252,12.1,233,3.0
2017-5-3,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,2.6,47.5,Q3,S,179,23.6,173,19.1,169,-4.5
2017-5-4,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.1,24.8,Q1,ESE,120,5.6,225,10.0,120,4.4
2017-5-5,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.2,31.7,Q1,N,350,6.3,283,15.3,63,9.0
2017-5-6,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,29.9,Q1,NNW,334,6.4,313,14.2,30,7.799999999999999
2017-5-7,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,53.3,Q4,WSW,250,26.9,247,14.3,133,-12.599999999999998
2017-5-8,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.2,38.5,Q2,SW,221,8.3,268,15.6,173,7.299999999999999
2017-5-9,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.2,40.7,Q2,SSW,204,8.4,245,18.8,173,10.4
2017-5-10,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,28.1,Q1,WSW,242,12.3,275,13.0,146,0.6999999999999993
2017-5-11,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,39.2,Q2,SW,233,12.4,280,17.5,172,5.1
2017-5-12,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.7,27.4,Q1,SW,214,5.7,235,10.2,162,4.499999999999999
2017-5-13,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.9,28.8,Q1,N,353,5.2,282,13.1,37,7.8999999999999995
2017-5-14,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,4.4,29.9,Q1,SSW,193,8.9,212,13.1,148,4.199999999999999
2017-5-15,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.5,49.3,Q3,SW,216,18.5,213,19.7,195,1.1999999999999993
2017-5-16,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,37.4,Q2,WSW,245,13.8,263,17.9,155,4.099999999999998
2017-5-17,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,25.9,Q1,NW,324,9.3,286,12.0,99,2.6999999999999993
2017-5-18,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,1.4,29.2,Q1,NE,38,6.0,295,13.1,69,7.1
2017-5-19,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,10.5,40.7,Q2,NE,41,19.6,46,17.6,41,-2.0
2017-5-20,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,7.2,39.2,Q2,NNW,348,10.4,340,7.4,284,-3.0
2017-5-21,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,27.7,Q1,SW,234,12.6,268,12.9,153,0.3000000000000007
2017-5-22,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.6,20.5,Q1,NW,311,7.8,283,7.6,95,-0.20000000000000018
2017-5-23,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,26.6,Q1,N,3,4.7,274,13.0,56,8.3
2017-5-24,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,1.1,38.5,Q2,W,268,10.3,282,19.6,250,9.3
2017-5-25,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,28.1,Q1,W,274,13.4,265,1.9,112,-11.5
2017-5-26,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,1,0.0,30.6,Q1,SW,230,13.3,257,11.6,158,-1.700000000000001
2017-5-27,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.1,23.4,Q1,NW,326,9.3,283,4.3,66,-5.000000000000001
2017-5-28,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,39.2,Q2,NW,320,13.3,327,14.0,325,0.6999999999999993
2017-5-29,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,51.1,Q4,W,269,25.4,263,13.4,243,-11.999999999999998
2017-5-30,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,37.8,Q2,W,275,14.5,277,11.7,281,-2.8000000000000007
2017-5-31,Sydney (ERA5 grid point),-33.848858,151.19551,autumn,0,0.0,52.2,Q4,SW,219,12.8,232,24.5,200,11.7
2017-6-1,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,43.9,Q3,SW,233,13.7,267,21.3,191,7.600000000000001
2017-6-2,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,48.6,Q3,SW,223,11.5,250,24.7,193,13.2
2017-6-3,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,1.0,47.5,Q3,SSW,210,12.2,236,22.9,187,10.7
2017-6-4,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.7,27.7,Q1,SW,227,11.3,279,10.9,174,-0.40000000000000036
2017-6-5,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,27.0,Q1,WNW,284,11.3,279,5.1,278,-6.200000000000001
2017-6-6,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,4.4,54.0,Q4,WSW,253,11.9,273,13.1,201,1.1999999999999993
2017-6-7,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,23.9,68.0,Q4,SSW,201,29.1,211,24.9,194,-4.200000000000003
2017-6-8,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,7.3,46.8,Q3,S,186,15.0,170,21.3,192,6.300000000000001
2017-6-9,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,7.2,43.9,Q3,S,183,18.9,201,22.0,181,3.1000000000000014
2017-6-10,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,15.1,36.0,Q2,SSE,156,16.3,166,12.3,165,-4.0
2017-6-11,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,1.9,26.6,Q1,W,264,6.9,261,4.1,45,-2.8000000000000007
2017-6-12,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,28.8,Q1,WSW,243,10.9,279,12.8,170,1.9000000000000004
2017-6-13,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.1,46.1,Q3,SSW,193,10.2,190,20.9,178,10.7
2017-6-14,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.7,23.4,Q1,SW,228,10.0,257,7.1,135,-2.9000000000000004
2017-6-15,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.4,23.8,Q1,NW,310,10.7,284,5.0,21,-5.699999999999999
2017-6-16,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.2,23.4,Q1,SW,225,7.4,223,11.2,174,3.799999999999999
2017-6-17,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,3.2,28.4,Q1,SSW,204,7.5,197,14.3,190,6.800000000000001
2017-6-18,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,1.3,61.2,Q4,SSW,203,17.0,216,27.0,190,10.0
2017-6-19,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.6,42.8,Q3,SSW,194,14.7,211,19.5,184,4.800000000000001
2017-6-20,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,2.7,23.0,Q1,SW,215,7.7,233,9.2,154,1.4999999999999991
2017-6-21,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.6,44.6,Q3,SW,230,11.3,277,19.9,175,8.599999999999998
2017-6-22,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,23.8,Q1,WSW,258,9.5,259,7.4,166,-2.0999999999999996
2017-6-23,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,24.8,Q1,WNW,292,9.9,280,10.2,312,0.29999999999999893
2017-6-24,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,36.7,Q2,W,270,10.4,270,10.0,255,-0.40000000000000036
2017-6-25,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,31.0,Q1,W,271,11.1,283,9.3,242,-1.799999999999999
2017-6-26,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,33.5,Q1,W,271,14.8,276,2.5,172,-12.3
2017-6-27,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,27.7,Q1,W,281,10.6,288,4.0,153,-6.6
2017-6-28,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,1.3,22.0,Q1,WNW,285,6.0,287,8.4,277,2.4000000000000004
2017-6-29,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,36.4,Q2,W,272,11.9,273,5.4,278,-6.5
2017-6-30,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,41.4,Q2,WSW,238,19.1,250,18.8,175,-0.3000000000000007
2017-7-1,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,37.4,Q2,WSW,245,13.8,277,17.6,180,3.8000000000000007
2017-7-2,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,25.6,Q1,WNW,302,11.3,287,6.3,66,-5.000000000000001
2017-7-3,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.7,40.7,Q2,NNW,332,9.6,290,6.4,16,-3.1999999999999993
2017-7-4,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,39.2,Q2,NNW,334,11.3,353,12.2,304,0.8999999999999986
2017-7-5,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,40.3,Q2,NW,308,16.1,326,15.5,292,-0.6000000000000014
2017-7-6,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,33.1,Q1,WNW,285,14.1,274,8.2,285,-5.9
2017-7-7,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,27.7,Q1,WNW,293,10.4,314,13.3,289,2.9000000000000004
2017-7-8,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,26.6,Q1,WNW,284,10.5,297,6.2,306,-4.3
2017-7-9,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,30.2,Q1,WNW,293,11.8,297,8.3,272,-3.5
2017-7-10,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,32.8,Q1,W,268,8.1,283,14.4,248,6.300000000000001
2017-7-11,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.3,41.0,Q2,SW,220,14.8,267,19.8,181,5.0
2017-7-12,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,7.0,41.4,Q2,SSW,205,11.4,235,19.9,184,8.499999999999998
2017-7-13,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.9,32.8,Q1,NNW,335,9.4,293,10.8,360,1.4000000000000004
2017-7-14,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.1,29.9,Q1,NW,324,10.2,328,10.8,330,0.6000000000000014
2017-7-15,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,1.8,24.8,Q1,WNW,283,10.6,260,5.0,300,-5.6
2017-7-16,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,26.3,Q1,WNW,301,11.3,279,4.9,73,-6.4
2017-7-17,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,24.8,Q1,NW,313,9.3,298,7.2,297,-2.1000000000000005
2017-7-18,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,50.8,Q3,NW,315,15.3,326,22.7,318,7.399999999999999
2017-7-19,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.1,58.7,Q4,W,267,19.6,296,28.7,248,9.099999999999998
2017-7-20,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,60.5,Q4,WSW,257,22.0,255,30.1,253,8.100000000000001
2017-7-21,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,43.6,Q3,WSW,239,18.6,260,18.1,193,-0.5
2017-7-22,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,27.4,Q1,WNW,293,11.0,281,6.4,308,-4.6
2017-7-23,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,40.0,Q2,NW,308,15.3,297,17.6,301,2.3000000000000007
2017-7-24,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,43.2,Q3,W,267,17.7,268,18.2,236,0.5
2017-7-25,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,33.8,Q1,WNW,302,12.4,292,9.1,304,-3.3000000000000007
2017-7-26,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,58.7,Q4,W,277,21.3,296,24.1,253,2.8000000000000007
2017-7-27,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,37.1,Q2,NW,309,10.4,284,8.2,75,-2.200000000000001
2017-7-28,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,2.0,60.5,Q4,W,280,9.1,288,26.7,249,17.6
2017-7-29,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,27.7,Q1,NW,305,11.8,282,9.0,5,-2.8000000000000007
2017-7-30,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.1,49.0,Q3,NNW,331,21.7,348,11.7,304,-10.0
2017-7-31,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,14.2,42.8,Q3,WSW,247,8.8,251,22.7,234,13.899999999999999
2017-8-1,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,50.0,Q3,SW,226,16.2,257,23.1,169,6.900000000000002
2017-8-2,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,43.6,Q3,SW,221,10.9,264,21.6,177,10.700000000000001
2017-8-3,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,9.9,37.8,Q2,N,1,9.0,286,10.8,86,1.8000000000000007
2017-8-4,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,55.1,Q4,NW,307,21.1,317,24.5,287,3.3999999999999986
2017-8-5,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,45.7,Q3,NW,312,19.8,323,17.1,292,-2.6999999999999993
2017-8-6,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,52.2,Q4,NNW,341,18.9,352,23.6,326,4.700000000000003
2017-8-7,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,62.3,Q4,NW,308,17.6,319,29.0,287,11.399999999999999
2017-8-8,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,50.0,Q3,W,263,23.5,265,15.6,247,-7.9
2017-8-9,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,43.6,Q3,W,270,20.2,266,9.3,126,-10.899999999999999
2017-8-10,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,35.3,Q2,NW,317,8.2,299,12.0,314,3.8000000000000007
2017-8-11,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,37.8,Q2,WNW,298,7.8,326,19.4,260,11.599999999999998
2017-8-12,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,41.4,Q2,WNW,282,15.0,297,8.2,299,-6.800000000000001
2017-8-13,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,43.9,Q3,W,262,17.3,258,13.7,117,-3.6000000000000014
2017-8-14,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,27.0,Q1,WNW,296,11.2,276,6.7,306,-4.499999999999999
2017-8-15,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,1.0,43.9,Q3,NNW,344,10.9,326,15.5,5,4.6
2017-8-16,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,63.0,Q4,WNW,303,22.0,271,30.2,282,8.2
2017-8-17,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,50.8,Q3,NW,311,13.4,346,25.5,283,12.1
2017-8-18,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,94.0,Q4,W,270,39.2,271,46.7,264,7.5
2017-8-19,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,63.7,Q4,SW,222,28.4,248,30.9,187,2.5
2017-8-20,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.2,48.2,Q3,SSW,211,13.7,235,20.2,182,6.5
2017-8-21,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,2.1,26.3,Q1,NW,314,5.1,309,10.1,2,5.0
2017-8-22,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,32.8,Q1,W,275,9.0,272,14.1,128,5.1
2017-8-23,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.7,31.0,Q1,N,358,4.7,293,14.2,63,9.5
2017-8-24,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.5,64.8,Q4,SSW,202,13.6,248,31.0,179,17.4
2017-8-25,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.5,56.5,Q4,SSW,197,20.8,206,25.9,180,5.099999999999998
2017-8-26,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,33.1,Q1,NW,304,10.9,279,14.1,87,3.1999999999999993
2017-8-27,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,1.3,61.6,Q4,WSW,241,20.6,245,22.7,179,2.099999999999998
2017-8-28,Sydney (ERA5 grid point),-33.848858,151.19551,winter,1,0.0,64.4,Q4,SSW,209,22.7,216,31.7,182,9.0
2017-8-29,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.3,32.0,Q1,WNW,283,8.4,263,12.8,112,4.4
2017-8-30,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,46.4,Q3,SSW,211,14.1,255,17.0,167,2.9000000000000004
2017-8-31,Sydney (ERA5 grid point),-33.848858,151.19551,winter,0,0.0,63.4,Q4,SSW,204,19.0,209,31.1,186,12.100000000000001
2017-9-1,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,40.3,Q2,SW,216,9.8,253,13.2,154,3.3999999999999986
2017-9-2,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,32.4,Q1,N,352,6.4,286,14.5,63,8.1
2017-9-3,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,47.2,Q3,NNW,332,10.6,342,22.7,349,12.1
2017-9-4,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,56.9,Q4,WNW,289,17.3,312,26.8,276,9.5
2017-9-5,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,56.2,Q4,WNW,302,18.7,286,27.0,280,8.3
2017-9-6,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,51.8,Q4,WNW,283,14.9,263,22.9,251,7.999999999999998
2017-9-7,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,59.4,Q4,W,271,29.3,264,23.0,253,-6.300000000000001
2017-9-8,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,61.6,Q4,W,263,30.2,262,29.9,252,-0.3000000000000007
2017-9-9,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,48.6,Q3,SW,222,18.3,248,22.1,134,3.8000000000000007
2017-9-10,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,38.9,Q2,SSW,197,8.4,245,16.0,113,7.6
2017-9-11,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,32.8,Q1,NNW,336,6.8,288,12.1,60,5.3
2017-9-12,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,28.4,Q1,NW,325,9.4,313,11.1,25,1.6999999999999993
2017-9-13,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,56.2,Q4,NW,310,26.7,333,24.9,288,-1.8000000000000007
2017-9-14,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,5.3,69.8,Q4,WSW,253,26.0,253,31.7,251,5.699999999999999
2017-9-15,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,59.4,Q4,W,271,29.6,267,21.4,257,-8.200000000000003
2017-9-16,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.2,60.5,Q4,WSW,258,15.2,338,20.5,236,5.300000000000001
2017-9-17,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,37.1,Q2,SW,230,9.0,254,12.1,117,3.0999999999999996
2017-9-18,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,43.6,Q3,N,9,6.9,351,21.0,55,14.1
2017-9-19,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,60.8,Q4,W,265,18.4,242,26.8,248,8.400000000000002
2017-9-20,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.1,36.0,Q2,NNW,337,6.9,264,15.6,83,8.7
2017-9-21,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,41.0,Q2,NNE,20,2.7,337,18.2,52,15.5
2017-9-22,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,40.7,Q2,N,5,6.9,309,16.1,56,9.200000000000001
2017-9-23,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,49.0,Q3,N,355,11.4,336,23.1,21,11.700000000000001
2017-9-24,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,59.0,Q4,WNW,292,14.8,264,25.3,259,10.5
2017-9-25,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,60.1,Q4,WNW,283,11.6,286,30.0,284,18.4
2017-9-26,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,45.4,Q3,S,169,14.7,248,20.5,124,5.800000000000001
2017-9-27,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,57.2,Q4,NE,37,17.6,26,28.3,41,10.7
2017-9-28,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,53.3,Q4,WNW,284,13.1,262,26.1,288,13.000000000000002
2017-9-29,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,41.0,Q2,W,276,15.1,273,16.8,279,1.700000000000001
2017-9-30,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,53.6,Q4,WSW,255,21.6,266,24.0,246,2.3999999999999986
2017-10-1,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,43.2,Q3,NNE,32,7.6,265,20.1,69,12.500000000000002
2017-10-2,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.5,47.5,Q3,ENE,58,17.9,60,20.0,62,2.1000000000000014
2017-10-3,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.7,47.5,Q3,NNE,26,4.2,340,22.8,55,18.6
2017-10-4,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.0,40.0,Q2,S,169,17.7,174,13.3,142,-4.399999999999999
2017-10-5,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,43.2,Q3,NE,35,11.2,6,18.8,58,7.600000000000001
2017-10-6,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.1,49.3,Q3,S,187,15.7,189,18.1,163,2.400000000000002
2017-10-7,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,46.1,Q3,S,178,18.0,179,20.1,153,2.1000000000000014
2017-10-8,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.0,35.3,Q2,NNE,16,5.4,356,16.0,36,10.6
2017-10-9,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.2,61.9,Q4,WSW,238,7.3,281,9.8,264,2.500000000000001
2017-10-10,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.6,47.2,Q3,ESE,102,12.4,126,16.6,77,4.200000000000001
2017-10-11,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.5,47.2,Q3,NE,39,22.2,42,11.7,47,-10.5
2017-10-12,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.9,51.8,Q4,WSW,247,14.1,267,21.6,154,7.500000000000002
2017-10-13,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.2,47.9,Q3,NE,52,4.7,238,22.4,60,17.7
2017-10-14,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,1.6,59.4,Q4,SSE,150,29.0,157,24.6,141,-4.399999999999999
2017-10-15,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.1,37.1,Q2,E,101,13.1,127,15.0,100,1.9000000000000004
2017-10-16,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.1,37.1,Q2,ENE,74,12.6,88,16.0,98,3.4000000000000004
2017-10-17,Sydney (ERA5 grid point),-33.848858,151.19551,spring,1,0.0,49.7,Q3,NE,43,16.9,50,23.6,59,6.700000000000003
2017-10-18,Sydney (ERA5 grid point),-33.848858,151.19551,spring,0,0.2,59.8,Q4,NE,41,22.9,45,27.6,49,4.700000000000003
